timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1668584327937,11,Группы позиций 2.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,522,279,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/position-groups,11,0,0
1668584327948,12,Навыки.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,1432,290,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/skills?size=100000&size=100000,12,0,0
1668584327960,9,KPI листы.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,4930,293,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/kpi-list?filter=false&filter=true,9,0,0
1668584327969,119, Первые 50 оргюнитов.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,48626,360,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/org-units?calculated=true&size=50&sort=name%2Casc&include-date=2022-09-16&open-after-date=2022-09-16,119,0,0
1668584328089,13,Типы событий.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,522,317,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/organization-unit-event-types?size=100000&size=100000,13,0,0
1668584328102,9,Переодичные названия.,200,,от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,text,true,,671,310,15,15,https://goodt-pochta-loadqa.goodt.me/api/v1/search/periodicity-names,9,0,0
1668584327822,286,0g,200,"Number of samples in transaction : 14, number of failing samples : 0",от 11/11 Рабочий просмотра расписания - перегиб-ThreadStarter 1-15,,true,,303582,4149,15,15,null,284,3,0
1668584328113,59,События для оргюнита,200,,parallel 1 stack,text,true,,484,343,6,15,https://goodt-pochta-loadqa.goodt.me/api/v1/organization-unit-events?from=2022-09-01&to=2022-09-30&org-unit-ids=147&size=100000,59,0,50
1668584328113,65,Оргюнит,200,,parallel 1 stack,text,true,,12639,273,5,15,https://goodt-pochta-loadqa.goodt.me/api/v1/org-units/147,65,0,45
1668584328113,72,Ростеры для оргюнита,200,,parallel 1 stack,text,true,,31950,311,4,15,https://goodt-pochta-loadqa.goodt.me/api/v1/org-units/147/rosters?from=2022-09-01&to=2022-09-30,72,0,51
1668584327201,1021,Атрибуты сотрудников.,200,,parallel 3 stack,text,true,,3783,430,1,15,"https://goodt-pochta-loadqa.goodt.me/api/v1/employees/attributes?size=100000&employee-position-ids=10810,47109,343151,8476,324618,428531,89459,121867,134693,393421,126468,120916,5345,424839,10174,65879,332987,89857",1021,0,18
1668584327200,1021,3g,200,"Number of samples in transaction : 1, number of failing samples : 0",parallel 3 stack,,true,,3783,430,1,15,null,1021,2,18
1668584328113,152,Рабочие дни за месяц для оргюнита,200,OK,parallel 1 stack,text,true,,5322,325,3,14,https://goodt-pochta-loadqa.goodt.me/api/v1/org-units/147/working-schedule-days?from=2022-09-01&to=2022-09-30,152,0,46
1668584328226,69,Атрибуты навыков сотрудника,200,,parallel 4 stack,text,true,,484,296,36,15,https://goodt-pochta-loadqa.goodt.me/api/v1/employee-skills/attribute?size=10000,69,0,33
1668584328226,73,Навыки сотрудника,200,,parallel 4 stack,text,true,,833,286,35,15,https://goodt-pochta-loadqa.goodt.me/api/v1/employee-skills?size=10000,73,0,37
1668584328230,74,Поиск названия периодичности,200,,parallel 4 stack,text,true,,656,643,34,15,https://goodt-pochta-loadqa.goodt.me/api/v1/search/periodicity-names,74,0,42
1668584328231,73,Типы запросов расписания,200,,parallel 4 stack,text,true,,896,575,34,15,https://goodt-pochta-loadqa.goodt.me/api/v1/search/schedule-request-types,73,0,41
1668584328232,72,Поиск псевдонима,200,,parallel 4 stack,text,true,,1842,558,32,15,https://goodt-pochta-loadqa.goodt.me/api/v1/search/alias,72,0,48
